Serial Number;List Year;Date Recorded;Town;Address;Assessed Value;Property Type;Residential Type;area_m2;meses_en_venta;nro_habitaciones;nro_pisos;Sale Amount
14107;2014;11/14/2014;Wilton;1005-1007 MAPLE AV;577500;Two Family;Two Family;385m2;1;7;4;577500
14107;2014;06/29/2015;New Canaan;107 TAINE MOUNTAIN RD;459200;Single Family;Single Family;287m2;3;7;3;459200
14107;2014;7/01/2015;Lisbon;16-18 NORTH AVE;449600;Two Family;Two Family;281m2;8;7;3;449600
14107;2014;03/30/2015;Enfield;11 CHRISTIANNA DR;403200;Single Family;Single Family;252m2;5;7;3;403200
14107;2014;3/10/2015;Waterford;929 BUNKER HILL RD;392700;Single Family;Single Family;231m2;4;6;3;392700
14107;2014;11/25/2014;Montville;77 HERON RD.;382500;Single Family;Single Family;225m2;4;6;3;382500
14107;2014;04/27/2015;Westport;98 ERIN DR;311100;Single Family;Single Family;183m2;5;5;2;311100
14107;2014;9/01/2015;Westport;168 LAKE SHORE DRIVE;279000;Single Family;Single Family;155m2;2;5;2;279000
14107;2014;06/15/2015;Bridgeport;20 SPRUCE DR;271800;Single Family;Single Family;151m2;7;5;2;271800
14107;2014;03/13/2015;Montville;13 DAISY HILL DR;261000;Single Family;Single Family;145m2;3;4;2;261000
14107;2014;11/13/2014;Windham;5 LUCIUS COURT;255000;Condo;Condo;110m2;10;4;2;255000
14107;2014;12/17/2014;Windham;78 CROSSROADS LN;248400;Condo;Condo;138m2;3;4;2;248400
14107;2014;05/29/2015;Waterford;83 BROOKSTONE DRIVE;287300;Single Family;Single Family;137m2;3;4;2;246600
14107;2014;6/03/2015;Bridgeport;595 CEDAR GROVE;328200;Single Family;Single Family;130m2;4;4;2;234000
14107;2014;01/23/2015;New Canaan;27 SAINT GEORGE PLACE;230400;Single Family;Single Family;128m2;4;4;2;230400
14107;2014;01/26/2015;Lisbon;3 LIME LA;222000;Condo;Condo;89m2;3;3;1;222000
14107;2014;12/29/2014;Windham;6 GRANDVIEW DR #23D;219600;Condo;Condo;122m2;3;4;2;219600
14107;2014;12/19/2014;Enfield;27 DEMING FARM DRIVE;272060;Condo;Condo;113m2;6;4;2;203400
14107;2014;03/16/2015;Wilton;40 WILTON CREST;271460;Condo;Condo;101m2;3;4;2;181800
14108;2014;11/13/2014;Windham;45 HITCHING POST LANE;700000;Single Family;Single Family;226m2;3;6;3;700000
14108;2014;11/14/2014;Wilton;1234 PROSPECT AV;550000;Single Family;Single Family;277m2;2;7;3;550000
14108;2014;03/17/2015;Wilton;237 NEWTOWN TPKE;460000;Single Family;Single Family;279m2;2;7;3;460000
14108;2014;3/12/2015;Waterford;104 KIMBERLY LN;422400;Single Family;Single Family;264m2;4;7;3;422400
14108;2014;03/17/2015;Montville;29 PODURGIEL LN;406300;Single Family;Single Family;239m2;5;6;3;406300
14108;2014;04/27/2015;Westport;17 MARY AVE;404600;Single Family;Single Family;238m2;4;6;3;404600
14108;2014;06/16/2015;Bridgeport;11 MATTHEW ST;399500;Single Family;Single Family;235m2;6;6;3;399500
14108;2014;6/02/2015;Waterford;115 PROSPECT ST;333200;Single Family;Single Family;196m2;3;5;2;333200
14108;2014;12/17/2014;Windham;60 HURLBURT ST;309000;Single Family;Single Family;164m2;5;5;2;309000
14108;2014;06/28/2015;New Canaan;72 ROCK ROAD;282600;Single Family;Single Family;157m2;3;5;2;282600
14108;2014;08/17/2015;Portland;3 KEIRSTEAD CIR;279000;Single Family;Single Family;155m2;4;5;2;279000
14108;2014;7/02/2015;Lisbon;29 PAUGASSETT RD;257400;Single Family;Single Family;143m2;2;4;2;257400
14108;2014;01/23/2015;Lisbon;14 RISING RIDGE RD;458760;Single Family;Single Family;135m2;5;4;2;243000
14108;2014;9/02/2015;Westport;127 MAPLE HOLLOW ROAD;237600;Single Family;Single Family;132m2;1;4;2;237600
14108;2014;12/30/2014;Windham;16H GREENBRIAR DR;176400;Condo;Condo;98m2;3;3;1;176400
14109;2014;12/19/2014;Enfield;420 CONNECTICUT AVE;478400;Two Family;Two Family;299m2;6;7;3;478400
14109;2014;11/14/2014;Wilton;138-140 KENT ST;462400;Three Family;Three Family;289m2;16;7;3;462400
14109;2014;7/01/2015;New Canaan;71 DEER RUN;460000;Single Family;Single Family;160m2;4;5;2;460000
14109;2014;04/27/2015;Westport;165 CANTERBURY RD;457600;Single Family;Single Family;286m2;1;7;3;457600
14109;2014;03/18/2015;Montville;79 COTTONWOOD LN;448000;Single Family;Single Family;280m2;4;7;3;448000
14109;2014;11/25/2014;Montville;16 LAUREL ST.;440000;Single Family;Single Family;275m2;8;7;3;440000
14109;2014;12/17/2014;Windham;405 CHIMNEYSWEEP HILL RD;404800;Single Family;Single Family;253m2;1;7;3;404800
14109;2014;01/26/2015;New Canaan;160 MT PLEASANT ROAD LT15;401200;Single Family;Single Family;236m2;5;6;3;401200
14109;2014;6/11/2015;Waterford;124 JAFFE TERRACE;398400;Single Family;Single Family;249m2;3;6;3;398400
14109;2014;08/20/2015;Portland;73 SO STONY BROOK DR;345000;Single Family;Single Family;166m2;1;5;2;345000
14109;2014;06/17/2015;Bridgeport;7 WIHBEY DR;339300;Single Family;Single Family;160m2;3;5;2;339300
14109;2014;01/23/2015;Windham;65 CAMP AVENUE;330000;Single Family;Single Family;164m2;5;5;2;330000
14109;2014;4/02/2015;Enfield;7 HIGH RIDGE DR;289900;Single Family;Single Family;144m2;3;4;2;289900
14109;2014;10/01/2014;Portland;17 MARTIN TERRACE;283900;Single Family;Single Family;167m2;6;5;2;283900
14109;2014;7/06/2015;Lisbon;40 NEW HAVEN AVE;282600;Single Family;Single Family;157m2;3;5;2;282600
14109;2014;6/09/2015;Bridgeport;558 RIDGE RD;282200;Single Family;Single Family;166m2;14;5;2;282200
14109;2014;01/20/2015;Lisbon;93 SCODON DR;406800;Single Family;Single Family;151m2;1;5;2;271800
14109;2014;11/14/2014;Windham;343 FOXWOOD LANE;268200;Condo;Condo;149m2;7;4;2;268200
14109;2014;03/17/2015;Wilton;48 QUAIL RIDGE;631820;Single Family;Single Family;146m2;3;4;2;262800
14109;2014;12/30/2014;Windham;18 TALL TIMBERS DR;346990;Single Family;Single Family;129m2;3;4;2;232200
14109;2014;03/19/2015;Waterford;319 THOMASTON RD U26;199800;Condo;Condo;111m2;8;4;2;199800
14110;2014;1/09/2015;Lisbon;90 STANDISH DR;780000;Single Family;Single Family;275m2;3;7;3;780000
14110;2014;11/14/2014;Wilton;14 BENTON ST;522000;Three Family;Three Family;348m2;3;7;4;522000
14110;2014;12/17/2014;Windham;24 BLUE HILLS TRL;510000;Single Family;Single Family;291m2;6;7;3;510000
14110;2014;03/19/2015;Wilton;270 STURGES RIDGE RD;470000;Single Family;Single Family;279m2;9;7;3;470000
14110;2014;7/07/2015;Lisbon;69 DERBYSHIRE;412800;Single Family;Single Family;258m2;7;7;3;412800
14110;2014;03/20/2015;Waterford;115 WILLIAMSON CIRCLE;390400;Single Family;Single Family;244m2;4;6;3;390400
14110;2014;06/19/2015;Bridgeport;36 COLONIAL DR;387600;Single Family;Single Family;228m2;3;6;3;387600
14110;2014;4/02/2015;Enfield;7 HIGH RIDGE DR;367200;Single Family;Single Family;216m2;4;6;3;367200
14110;2014;04/28/2015;Westport;16 MAJOR DR;295800;Single Family;Single Family;174m2;2;5;2;295800
14110;2014;12/22/2014;Enfield;62 LANTERN HILL;292000;Single Family;Single Family;157m2;4;5;2;292000
14110;2014;09/15/2015;Westport;110 ARROWHEAD DRIVE;285000;Single Family;Single Family;151m2;6;5;2;285000
14110;2014;12/30/2014;Windham;39 NORTHWOODS RD;270000;Single Family;Single Family;150m2;2;5;2;270000
14110;2014;11/14/2014;Windham;879 MILFORD POINT BROAD;268200;Single Family;Single Family;149m2;7;4;2;268200
14110;2014;10/02/2014;Portland;35 GREENFIELD DRIVE;255000;Single Family;Single Family;126m2;8;4;2;255000
14110;2014;1/02/2015;New Canaan;5 CRESTWOOD DRIVE;239400;Single Family;Single Family;133m2;3;4;2;239400
14110;2014;01/26/2015;Windham;29 KENSETT LANE;1110620;Condo;Condo;128m2;2;4;2;230400
14110;2014;7/08/2015;New Canaan;32 WEST CHIPPEN HILL RD;225000;Single Family;Single Family;125m2;9;4;2;225000
14111;2014;1/05/2015;Lisbon;4 BROOK LA;798000;Single Family;Single Family;166m2;8;5;2;798000
14111;2014;09/15/2015;Westport;43 BURWELL ROAD;464000;Single Family;Single Family;290m2;4;7;3;464000
14111;2014;6/11/2015;Waterford;45 VICTORIA DRIVE;444800;Single Family;Single Family;278m2;2;7;3;444800
14111;2014;12/18/2014;Windham;47 GRISWOLD ST;443200;Single Family;Single Family;277m2;3;7;3;443200
14111;2014;08/24/2015;Portland;78 CHENEY RD;440000;Single Family;Single Family;160m2;2;5;2;440000
14111;2014;01/26/2015;Windham;55 BROOKSIDE DRIVE;440000;Single Family;Single Family;275m2;3;7;3;440000
14111;2014;7/10/2015;New Canaan;29 LAUREL CREST;399500;Single Family;Single Family;235m2;1;6;3;399500
14111;2014;03/19/2015;Montville;49 LATHROP RD;398400;Single Family;Single Family;249m2;4;6;3;398400
14111;2014;10/02/2014;Portland;156 HODGE AVENUE;396100;Single Family;Single Family;233m2;4;6;3;396100
14111;2014;06/23/2015;Bridgeport;1 ELAINE CT;333000;Single Family;Single Family;187m2;4;5;2;333000
14111;2014;4/02/2015;Enfield;140 SHELTON RD;294100;Single Family;Single Family;173m2;3;5;2;294100
14111;2014;01/30/2015;New Canaan;29 RUSSETT ROAD;292960;Single Family;Single Family;156m2;6;5;2;280800
14111;2014;11/17/2014;Wilton;100 CANTERBURY ST;275400;Single Family;Single Family;153m2;3;5;2;275400
14111;2014;7/08/2015;Lisbon;11 SANTANGELO TERR;264600;Condo;Condo;147m2;1;4;2;264600
14111;2014;03/23/2015;Waterford;319 THOMASTON RD U34;259200;Condo;Condo;144m2;8;4;2;259200
14111;2014;12/22/2014;Enfield;703 CYPRESS ROAD;255600;Condo;Condo;142m2;2;4;2;255600
14111;2014;06/18/2015;Bridgeport;335 LONGMEADOW RD;337000;Single Family;Single Family;135m2;3;4;2;243000
14111;2014;12/30/2014;Windham;345 MAIN ST;259100;Single Family;Single Family;126m2;4;4;2;226800
14111;2014;11/14/2014;Windham;1 SEAVIEW AVENUE #4;506890;Condo;Condo;121m2;4;4;2;217800
14112;2014;01/26/2015;Greenwich;207 LONG NECK POINT ROAD;11200000;Single Family;Single Family;197m2;3;5;2;11200000
14112;2014;01/13/2015;Lisbon;17 NEW ST;560000;Single Family;Single Family;224m2;6;6;3;560000
14112;2014;03/25/2015;Waterford;351 KILLORIN RD;540000;Single Family;Single Family;261m2;3;7;3;540000
14112;2014;7/09/2015;Lisbon;73 ATWATER AVE;460800;Three Family;Three Family;288m2;1;7;3;460800
14112;2014;08/24/2015;Portland;113 HEBRON RD;457600;Single Family;Single Family;286m2;4;7;3;457600
14112;2014;09/22/2015;Westport;23 HILLTOP ROAD;433600;Single Family;Single Family;271m2;1;7;3;433600
14112;2014;11/17/2014;Windham;18 DEWEY AVENUE;433600;Single Family;Single Family;271m2;3;7;3;433600
14112;2014;11/17/2014;Wilton;155-157 HOMESTEAD AV;387600;Three Family;Three Family;228m2;3;6;3;387600
14112;2014;4/06/2015;Enfield;16 BENEDICT RD;377400;Single Family;Single Family;222m2;5;6;3;377400
14112;2014;03/19/2015;Montville;16 ALLISONS WAY;375000;Single Family;Single Family;206m2;2;6;3;375000
14112;2014;07/13/2015;New Canaan;40 SIEGAS RD;368900;Single Family;Single Family;217m2;7;6;3;368900
14112;2014;6/11/2015;Waterford;145 STANAVAGE RD;363800;Single Family;Single Family;214m2;1;6;3;363800
14112;2014;10/02/2014;Portland;4 REICHELT TERRACE;353600;Single Family;Single Family;208m2;8;6;3;353600
14112;2014;12/18/2014;Windham;955 MANCHESTER RD;317900;Single Family;Single Family;187m2;5;5;2;317900
14112;2014;12/22/2014;Enfield;135 DOWD STREET;314500;Single Family;Single Family;185m2;4;5;2;314500
14112;2014;2/03/2015;New Canaan;7 TAUNTON RIDGE ROAD;264600;Single Family;Single Family;147m2;3;4;2;264600
14112;2014;11/25/2014;Montville;421 TOLLAND ST.. UNIT 208;262800;Condo;Condo;146m2;7;4;2;262800
14112;2014;06/23/2015;Bridgeport;7 TAMLADGE HILL RD;238000;Single Family;Single Family;121m2;8;4;2;238000
14112;2014;12/31/2014;Windham;3 WEEPING WILLOW COURT;260020;Condo;Condo;130m2;6;4;2;234000
14112;2014;03/31/2015;Wilton;504 BELDEN HILL RD;570150;Single Family;Single Family;129m2;4;4;2;232200
14113;2014;01/26/2015;Greenwich;209 LONG NECK POINT ROAD;11200000;Single Family;Single Family;203m2;5;6;3;11200000
14113;2014;03/31/2015;Wilton;57 COLEY RD;2110000;Single Family;Single Family;236m2;6;6;3;2110000
14113;2014;4/07/2015;Enfield;57 FIELD ROCK RD;620000;Single Family;Single Family;280m2;4;7;3;620000
14113;2014;12/18/2014;Windham;72 LINE ST;536435;Single Family;Single Family;240m2;6;6;3;536435
14113;2014;09/29/2015;Westport;57 DINGS ROAD;459200;Single Family;Single Family;287m2;2;7;3;459200
14113;2014;6/12/2015;Waterford;112 WOODBINE RD;454400;Single Family;Single Family;284m2;6;7;3;454400
14113;2014;08/28/2015;Portland;146 CHENEY RD;452800;Single Family;Single Family;283m2;6;7;3;452800
14113;2014;1/08/2015;Lisbon;12 ORCHARD LA;437500;Single Family;Single Family;165m2;3;5;2;437500
14113;2014;03/20/2015;Montville;25 TEECOMWAS DR;404800;Single Family;Single Family;253m2;1;7;3;404800
14113;2014;12/23/2014;Enfield;15 KIRKHAM STREET;394400;Single Family;Single Family;232m2;1;6;3;394400
14113;2014;07/15/2015;New Canaan;14 HUNTERS CROSSING;379000;Single Family;Single Family;204m2;1;6;3;379000
14113;2014;06/22/2015;Bridgeport;541 MEETINGHOUSE CIR;370600;Single Family;Single Family;218m2;7;6;3;370600
14113;2014;11/17/2014;Windham;35 LOCUST STREET;241200;Single Family;Single Family;134m2;3;4;2;241200
14113;2014;06/24/2015;Bridgeport;9 HIGHLAND DR;234000;Single Family;Single Family;130m2;9;4;2;234000
14113;2014;5/05/2015;Westport;242 GENDRON RD;230400;Single Family;Single Family;128m2;1;4;2;230400
14113;2014;11/17/2014;Wilton;288 MOUNTAIN ST;221400;Single Family;Single Family;123m2;2;4;2;221400
14113;2014;7/10/2015;Lisbon;30 ORANGEWOOD WEST;217800;Condo;Condo;121m2;4;4;2;217800
14113;2014;11/25/2014;Montville;16 CHEYENNE RD.;216000;Single Family;Single Family;120m2;4;4;2;216000
14114;2014;4/01/2015;Wilton;9 MOUNTAIN RD;1200000;Single Family;Single Family;205m2;6;6;3;1200000
14114;2014;01/28/2015;Windham;156 HECKER AVENUE;928000;Single Family;Single Family;246m2;4;6;3;928000
14114;2014;1/08/2015;Lisbon;198 KEELER DR;635000;Single Family;Single Family;259m2;4;7;3;635000
14114;2014;12/19/2014;Windham;104 ABBEY RD;539900;Single Family;Single Family;293m2;3;7;3;539900
14114;2014;2/04/2015;New Canaan;37 BRUSHY HILL ROAD;451200;Single Family;Single Family;282m2;14;7;3;451200
14114;2014;5/11/2015;Westport;4 JUDY LN;401200;Single Family;Single Family;236m2;2;6;3;401200
14114;2014;06/22/2015;Bridgeport;940 RED FOX RD;400000;Single Family;Single Family;243m2;4;6;3;400000
14114;2014;06/26/2015;Bridgeport;29 WILLIAMS DR;397800;Single Family;Single Family;234m2;2;6;3;397800
14114;2014;03/26/2015;Montville;3 LOOKING GLASS CIR;392000;Single Family;Single Family;245m2;6;6;3;392000
14114;2014;6/02/2015;Enfield;502 OXFORD RD;372300;Single Family;Single Family;219m2;3;6;3;372300
14114;2014;10/02/2014;Portland;32 GROVE STREET;358700;Two Family;Two Family;211m2;7;6;3;358700
14114;2014;4/09/2015;Enfield;296 FAN HILL RD;353600;Single Family;Single Family;208m2;10;6;3;353600
14114;2014;9/01/2015;Portland;16 MILLSTONE DR;302500;Single Family;Single Family;173m2;2;5;2;302500
14114;2014;1/06/2015;Windham;60 HILLSIDE AV;252000;Single Family;Single Family;140m2;3;4;2;252000
14114;2014;03/26/2015;Waterford;16 BELLA VISTA DR;281000;Single Family;Single Family;138m2;6;4;2;248400
14114;2014;07/16/2015;New Canaan;10 SOUTH ROAD;418460;Single Family;Single Family;137m2;3;4;2;246600
14114;2014;09/29/2015;Westport;2 FOX RUN LANE;244800;Single Family;Single Family;136m2;2;4;2;244800
14114;2014;6/12/2015;Waterford;7 VICKI LN;221400;Condo;Condo;123m2;2;4;2;221400
14114;2014;12/23/2014;Enfield;68 MILLBROOK COURT;192600;Condo;Condo;107m2;5;4;2;192600
14114;2014;07/13/2015;Lisbon;186 ORANGEWOOD EAST;183600;Condo;Condo;102m2;3;4;2;183600
14114;2014;11/17/2014;Lisbon;146 HIGH STREET U #108;152000;Condo;Condo;76m2;1;2;1;152000
14114;2014;11/18/2014;Lisbon;43 ALDEN ST UNIT 43C;145800;Condo;Condo;81m2;3;3;1;145800
14115;2014;01/30/2015;Windham;15 HOYT COURT;803500;Single Family;Single Family;226m2;2;6;3;803500
14115;2014;2/05/2015;New Canaan;27A BEARS HILL ROAD;518000;Single Family;Single Family;220m2;5;6;3;518000
14115;2014;4/10/2015;Enfield;4 SHERWOOD PL;432000;Single Family;Single Family;270m2;7;7;3;432000
14115;2014;07/17/2015;New Canaan;29 POLLY DAN RD;427200;Single Family;Single Family;267m2;6;7;3;427200
14115;2014;1/07/2015;Windham;5 WHISPERING ROD RD;412800;Single Family;Single Family;258m2;2;7;3;412800
14115;2014;10/02/2014;Southington;47 PENDLETON  HILL RD;402900;Single Family;Single Family;237m2;1;6;3;402900
14115;2014;11/18/2014;Wilton;116 PRINCETON ST;390400;Single Family;Single Family;244m2;8;6;3;390400
14115;2014;09/29/2015;Westport;32 KNOLLWOOD DRIVE;368000;Single Family;Single Family;173m2;5;5;2;368000
14115;2014;06/15/2015;Waterford;83 OAKLEAF DRIVE;357000;Single Family;Single Family;210m2;1;6;3;357000
14115;2014;06/23/2015;Bridgeport;846 DONNA DR;357000;Single Family;Single Family;210m2;3;6;3;357000
14115;2014;03/30/2015;Montville;2 JAMIES WAY;350200;Single Family;Single Family;206m2;4;6;3;350200
14115;2014;11/26/2014;Montville;12 GOLD ST.;331500;Single Family;Single Family;195m2;1;5;2;331500
14115;2014;10/03/2014;Portland;22 CONDON DRIVE;319600;Single Family;Single Family;188m2;1;5;2;319600
14115;2014;9/01/2015;Portland;38 KEIRSTEAD CIR;304300;Single Family;Single Family;179m2;1;5;2;304300
14115;2014;05/14/2015;Westport;344 LATHROP RD;289000;Single Family;Single Family;170m2;4;5;2;289000
14115;2014;06/26/2015;Bridgeport;22 DEERFIELD DR;259200;Single Family;Single Family;144m2;5;4;2;259200
14115;2014;07/14/2015;Lisbon;276 DERBY AVE;248400;Single Family;Single Family;138m2;7;4;2;248400
14115;2014;11/18/2014;Windham;29 TANGLEWOOD CIRCLE;244800;Single Family;Single Family;136m2;3;4;2;244800
14115;2014;4/02/2015;Wilton;25 OREMS LA;278950;Single Family;Single Family;133m2;7;4;2;239400
14115;2014;01/16/2015;Lisbon;40 LAWSON LA;235800;Condo;Condo;131m2;3;4;2;235800
14115;2014;03/26/2015;Waterford;24 SPRING ST;235800;Single Family;Single Family;131m2;5;4;2;235800
14115;2014;12/24/2014;Lisbon;96 COTTONWOOD ROAD;156600;Condo;Condo;87m2;1;3;1;156600
14115;2014;12/22/2014;Lisbon;84 SOUTH MILL DR;156000;Condo;Condo;78m2;2;2;1;156000
14115;2014;6/03/2015;Lisbon;701 HOLLY COURT;149700;Condo;Condo;82m2;1;3;1;147600
14116;2014;07/16/2015;Lisbon;12 FOURTH ST;708000;Three Family;Three Family;472m2;10;9;5;708000
14116;2014;10/06/2014;Portland;26 MURRAY STREET;685500;Four Family;Four Family;457m2;8;9;5;685500
14116;2014;4/02/2015;Wilton;90 TURTLEHEAD RD;650000;Single Family;Single Family;288m2;5;7;3;650000
14116;2014;03/30/2015;Montville;23 GREEN VALLEY DR;472000;Single Family;Single Family;295m2;6;7;3;472000
14116;2014;11/18/2014;Windham;23 TOWER STREET;441600;Single Family;Single Family;276m2;6;7;3;441600
14116;2014;06/15/2015;Waterford;20 PHOENIX RD;440000;Single Family;Single Family;275m2;2;7;3;440000
14116;2014;05/15/2015;Westport;161 PICKETT RD;404600;Single Family;Single Family;238m2;6;6;3;404600
14116;2014;11/03/2014;Southington;119 WYLIE SCHOOL RD;402900;Single Family;Single Family;237m2;9;6;3;402900
14116;2014;12/24/2014;Enfield;25 TUNXIS ROAD;397800;Single Family;Single Family;234m2;2;6;3;397800
14116;2014;06/30/2015;Bridgeport;11 PINECREST DR;392000;Single Family;Single Family;245m2;3;6;3;392000
14116;2014;04/14/2015;Enfield;203C WINDGATE CIR;385900;Single Family;Single Family;227m2;1;6;3;385900
14116;2014;06/23/2015;Bridgeport;447 SKYLINE DR;353600;Single Family;Single Family;208m2;5;6;3;353600
14116;2014;07/17/2015;New Canaan;45 NASSAHEGAN DR;340000;Single Family;Single Family;200m2;2;6;3;340000
14116;2014;01/30/2015;Windham;116 LEEUWARDEN ROAD;1050350;Single Family;Single Family;153m2;5;5;2;275400
14116;2014;9/01/2015;Portland;16 MAYFLOWER RD;264600;Single Family;Single Family;147m2;4;4;2;264600
14116;2014;12/22/2014;Windham;28 LAZY VALLEY RD;517100;Single Family;Single Family;143m2;4;4;2;257400
14116;2014;11/26/2014;Montville;300 WOODYCREST DR.;253800;Single Family;Single Family;141m2;4;4;2;253800
14116;2014;1/08/2015;Windham;11 CARRINGTON LA;252000;Single Family;Single Family;140m2;4;4;2;252000
14116;2014;09/30/2015;Westport;625 LITCHFIELD TPKE;267540;Single Family;Single Family;124m2;7;4;2;223200
14117;2014;2/03/2015;Windham;80 DEEPWOOD ROAD;2425000;Single Family;Single Family;298m2;2;7;3;2425000
14117;2014;01/28/2015;Lisbon;43 BRIDLE TR;660000;Single Family;Single Family;263m2;9;7;3;660000
14117;2014;04/15/2015;Enfield;198 MEADOWS END RD;620000;Single Family;Single Family;278m2;5;7;3;620000
14117;2014;03/27/2015;Waterford;42 PECK LN;537500;Single Family;Single Family;255m2;8;7;3;537500
14117;2014;09/30/2015;Westport;41 JOHNNYCAKE LANE;446400;Single Family;Single Family;279m2;3;7;3;446400
14117;2014;11/03/2014;Southington;119 WYLIE SCHOOL RD;438400;Single Family;Single Family;274m2;3;7;3;438400
14117;2014;07/20/2015;New Canaan;18 PINE HILL RD;414400;Single Family;Single Family;259m2;8;7;3;414400
14117;2014;10/09/2014;Portland;74 HILL STREET;396100;Single Family;Single Family;233m2;3;6;3;396100
14117;2014;9/09/2015;Portland;218 JONES HOLLOW RD;379100;Single Family;Single Family;223m2;4;6;3;379100
14117;2014;7/02/2015;Bridgeport;40 SMOKE RISE CIR;326400;Single Family;Single Family;192m2;2;5;2;326400
14117;2014;07/21/2015;Lisbon;51 MOUNTAIN ST;312800;Single Family;Single Family;184m2;3;5;2;312800
14117;2014;06/15/2015;Waterford;58 WATERHOLE RD;282600;Single Family;Single Family;157m2;2;5;2;282600
14117;2014;11/26/2014;Montville;53 GOVERNOR ST.;280800;Two Family;Two Family;156m2;4;5;2;280800
14117;2014;05/18/2015;Westport;19 HIGH ST;273700;Single Family;Single Family;161m2;2;5;2;273700
14117;2014;2/06/2015;New Canaan;25 BENNETTS BRIDGE ROAD;259200;Single Family;Single Family;144m2;4;4;2;259200
14117;2014;06/23/2015;Bridgeport;136 CORAM LA;582000;Single Family;Single Family;137m2;6;4;2;246600
14117;2014;4/06/2015;Wilton;21 RIVER RIDGE LA;241200;Condo;Condo;134m2;5;4;2;241200
14117;2014;1/12/2015;Windham;125 TUNXIS VILLAGE;229900;Condo;Condo;99m2;5;3;1;229900
14117;2014;12/24/2014;Enfield;139 WILLIAMSTOWN CT;225000;Condo;Condo;125m2;11;4;2;225000
14117;2014;12/22/2014;Windham;9 BOXWOOD LN;201600;Condo;Condo;112m2;4;4;2;201600
14117;2014;11/18/2014;Rocky Hill;32 LUCIUS COURT #20;160290;Condo;Condo;78m2;2;2;1;156000
14118;2014;2/05/2015;Windham;26 COUNTRY CLUB ROAD;1050000;Single Family;Single Family;256m2;2;7;3;1050000
14118;2014;04/16/2015;Enfield;117 BLANKET MEADOW RD;600000;Single Family;Single Family;292m2;3;7;3;600000
14118;2014;11/19/2014;Windham;8 SEAVIEW AVENUE;765770;Single Family;Single Family;297m2;2;7;3;475200
14118;2014;07/21/2015;Lisbon;199 SENTINEL HILL RD;465600;Single Family;Single Family;291m2;6;7;3;465600
14118;2014;11/03/2014;Southington;25 PAWCATUCK TRAIL;457600;Single Family;Single Family;286m2;6;7;3;457600
14118;2014;06/17/2015;Waterford;13 CARDINAL RD;454400;Single Family;Single Family;284m2;4;7;3;454400
14118;2014;01/20/2015;Lisbon;18 WOODCHUCK LA;450000;Single Family;Single Family;222m2;7;6;3;450000
14118;2014;11/28/2014;Montville;26 GOLD ST.;436800;Single Family;Single Family;273m2;3;7;3;436800
14118;2014;06/24/2015;Bridgeport;343 WEST RIVER RD;430400;Single Family;Single Family;269m2;6;7;3;430400
14118;2014;9/11/2015;Portland;16 ISLEIB RD;401600;Single Family;Single Family;251m2;4;7;3;401600
14118;2014;07/20/2015;New Canaan;30 DUANE LANE;399500;Single Family;Single Family;235m2;10;6;3;399500
14118;2014;7/06/2015;Bridgeport;70 SALEM RD;375700;Single Family;Single Family;221m2;2;6;3;375700
14118;2014;12/22/2014;Windham;97 BENTON LN;351900;Single Family;Single Family;207m2;5;6;3;351900
14118;2014;10/14/2014;Portland;35 MARTIN TERRACE;345100;Single Family;Single Family;203m2;6;6;3;345100
14118;2014;05/18/2015;Westport;2 MORTIMER RD;299200;Single Family;Single Family;176m2;4;5;2;299200
14118;2014;04/13/2015;Wilton;30 QUAIL RIDGE;481110;Single Family;Single Family;152m2;2;5;2;273600
14118;2014;11/21/2014;Wilton;85 WESTBROOK ST;255600;Single Family;Single Family;142m2;9;4;2;255600
14118;2014;1/12/2015;Windham;1 KENT LA;253800;Single Family;Single Family;141m2;5;4;2;253800
14118;2014;2/10/2015;New Canaan;13 SILVER CITY ROAD;622100;Single Family;Single Family;137m2;4;4;2;246600
14118;2014;03/30/2015;Montville;24 MCCULLEY PL;241200;Single Family;Single Family;134m2;3;4;2;241200
14118;2014;03/27/2015;Waterford;13 CANNON RIDGE DR;234000;Condo;Condo;130m2;4;4;2;234000
14119;2014;2/04/2015;Windham;8 SHERRY LANE;1716000;Single Family;Single Family;215m2;3;6;3;1716000
14119;2014;04/14/2015;Wilton;260 CATALPA RD;1350000;Single Family;Single Family;291m2;3;7;3;1350000
14119;2014;11/19/2014;Windham;206 ROBERT TREAT PKWY;473600;Single Family;Single Family;296m2;3;7;3;473600
14119;2014;03/30/2015;Waterford;84 HILLTOP RD;436800;Single Family;Single Family;273m2;4;7;3;436800
14119;2014;7/06/2015;Bridgeport;129 MIKAYLA LA;429900;Single Family;Single Family;219m2;2;6;3;429900
14119;2014;12/30/2014;Enfield;385 CONNECTICUT AVE;417600;Single Family;Single Family;261m2;6;7;3;417600
14119;2014;06/17/2015;Waterford;37 COLCHESTER COMMONS;409600;Single Family;Single Family;256m2;6;7;3;409600
14119;2014;12/01/2014;Montville;21 PENDELTON DR.;399500;Single Family;Single Family;235m2;13;6;3;399500
14119;2014;03/31/2015;Montville;58 PIRES DR;394400;Single Family;Single Family;232m2;5;6;3;394400
14119;2014;2/12/2015;New Canaan;25 BOGGS HILL ROAD;362500;Single Family;Single Family;175m2;2;5;2;362500
14119;2014;05/20/2015;Westport;1 PLAINVIEW DR;353600;Single Family;Single Family;208m2;6;6;3;353600
